Minimum Spanning Tree:
7580,7595
7569,7587
7533,7536
7505,7579
7488,7564
7482,7615
7475,7579
7468,7579
7457,7488
7454,7540
7420,7545
7416,7435
7409,7621
7403,7522
7402,7601
7400,7618
7385,7457
7385,7395
7366,7600
7364,7586
7352,7552
7351,7412
7339,7498
7334,7623
7334,7604
7333,7592
7322,7557
7313,7573
7311,7600
7292,7316
7289,7339
7288,7331
7277,7398
7276,7381
7270,7442
7270,7339
7268,7298
7265,7594
7256,7489
7245,7535
7244,7416
7237,7589
7237,7578
7237,7575
7237,7548
7237,7547
7237,7490
7237,7460
7237,7398
7237,7353
7237,7349
7237,7344
7237,7305
7237,7282
7227,7334
7226,7606
7226,7391
7226,7349
7224,7339
7217,7415
7215,7334
7213,7519
7202,7226
7199,7339
7195,7407
7188,7445
7187,7237
7184,7435
7178,7422
7173,7260
7170,7302
7166,7486
7162,7581
7162,7374
7162,7352
7162,7350
7153,7550
7153,7258
7149,7287
7143,7568
7141,7536
7141,7452
7128,7279
7128,7188
7127,7578
7126,7556
7123,7563
7123,7224
7122,7403
7118,7199
7107,7226
7106,7188
7104,7315
7102,7141
7101,7571
7100,7470
7100,7427
7100,7372
7100,7346
7100,7234
7100,7158
7098,7233
7095,7556
7093,7488
7088,7565
7087,7526
7080,7584
7080,7359
7080,7100
7075,7490
7072,7237
7068,7397
7068,7297
7056,7196
7052,7413
7050,7581
7046,7162
7045,7335
7042,7226
7035,7178
7032,7079
7030,7488
7030,7078
7028,7607
7028,7361
7024,7216
7022,7071
7017,7284
7015,7581
7014,7604
7014,7047
7013,7609
7012,7606
7012,7507
7009,7086
7005,7170
7001,7533
7001,7199
6999,7160
6999,7026
6996,7119
6991,7489
6990,7359
6987,7602
6981,7211
6978,7322
6974,7140
6972,7427
6970,7348
6969,7162
6965,7340
6965,7105
6960,7524
6958,7360
6958,7141
6955,7488
6955,7165
6952,7143
6948,7129
6942,7604
6941,7534
6941,7279
6940,7587
6938,7448
6936,7340
6934,7228
6931,7460
6931,7091
6930,7134
6925,7036
6924,7427
6919,7308
6915,7341
6913,7381
6912,6953
6907,7199
6903,7162
6899,7595
6893,7219
6893,7124
6891,7575
6891,7558
6890,7519
6888,7595
6888,6987
6887,7393
6887,7220
6884,6887
6883,7083
6877,7383
6874,7593
6873,7339
6872,6954
6870,7548
6869,7067
6861,6913
6859,7530
6858,7159
6857,6870
6853,7052
6852,7558
6852,6876
6851,7295
6846,7433
6846,7237
6845,7352
6842,7223
6842,7122
6841,7252
6838,7498
6836,7009
6834,7213
6831,6908
6828,7156
6827,7080
6826,6947
6824,7199
6823,7296
6819,7199
6818,7416
6818,7141
6817,7102
6815,7382
6813,7100
6812,7225
6811,6911
6806,7343
6805,7011
6802,6842
6800,7029
6797,7621
6797,7425
6797,7237
6794,7601
6794,7123
6792,7322
6792,7237
6790,7600
6789,7398
6787,7498
6786,7228
6786,7070
6785,7225
6779,7417
6772,7199
6770,6991
6769,7061
6765,7098
6759,7178
6757,7477
6757,7405
6757,7334
6754,6767
6752,7560
6752,7533
6752,7512
6747,6887
6746,7478
6743,7324
6736,6909
6733,7162
6731,7579
6728,7363
6728,7226
6727,7283
6725,7139
6724,7587
6724,7308
6724,6985
6720,6734
6717,7256
6715,7296
6712,7560
6712,6862
6712,6812
6712,6725
6710,6859
6709,7374
6706,7353
6705,7200
6703,6825
6701,7100
6700,7545
6697,7460
6695,7547
6686,7593
6684,7587
6684,7030
6682,7224
6674,6935
6673,7587
6673,6938
6672,7416
6672,7235
6669,7609
6668,7617
6666,7531
6666,7484
6666,6797
6663,7223
6656,7295
6656,6944
6654,7621
6652,7579
6652,7287
6650,7019
6649,7558
6648,7488
6645,6687
6643,6853
6642,7590
6642,7429
6642,7404
6642,7375
6642,7237
6642,7171
6642,6912
6642,6863
6642,6753
6641,7330
6640,7579
6639,7284
6639,7202
6639,6689
6637,6991
6636,7571
6636,7506
6636,6775
6635,6888
6633,7444
6633,7436
6633,6891
6633,6707
6633,6664
6632,6775
6631,7482
6630,7225
6623,7334
6622,7244
6621,7339
6618,6950
6617,7607
6617,7600
6617,7554
6617,7386
6616,7536
6613,7284
6610,7237
6607,7511
6600,6963
6598,7579
6595,6904
6592,7338
6586,7100
6585,7237
6579,6792
6577,7228
6576,7166
6575,7162
6573,6892
6572,7554
6568,7266
6568,6956
6568,6656
6567,7612
6567,7235
6567,6776
6566,7046
6566,7016
6564,7561
6564,7449
6564,6761
6562,7019
6562,6986
6562,6919
6562,6572
6561,6905
6558,7375
6556,7513
6556,7446
6554,7284
6553,7237
6552,7237
6549,7432
6547,6617
6546,6958
6544,7435
6544,6754
6541,6884
6538,7551
6538,7504
6538,7338
6538,7054
6538,7035
6536,7585
6531,6704
6530,7622
6530,7107
6530,6919
6529,7162
6529,6808
6529,6633
6528,6651
6528,6563
6528,6538
6521,6960
6519,7535
6519,7266
6519,7224
6519,6891
6519,6860
6519,6803
6519,6653
6518,6992
6515,7232
6514,7498
6513,6937
6512,6729
6510,7604
6509,7173
6509,6586
6508,7249
6507,7179
6506,7595
6505,7587
6505,7190
6503,7395
6503,7089
6502,7237
6500,7604
6496,7414
6496,7181
6496,7141
6495,7519
6495,7220
6495,6696
6494,6519
6493,7597
6493,7053
6491,6509
6490,7520
6490,7498
6489,6655
6487,6519
6487,6518
6485,6927
6483,7158
6481,7483
6478,6919
6477,6832
6476,7604
6476,7410
6476,6799
6475,6887
6475,6606
6473,6695
6472,7199
6468,7545
6468,7228
6468,6884
6467,6797
6466,7600
6466,7580
6463,7214
6461,7598
6460,7601
6460,6522
6460,6477
6459,6944
6459,6492
6458,7256
6458,6967
6458,6876
6457,6960
6456,6806
6455,6862
6452,7012
6448,7580
6446,7435
6446,7383
6446,7296
6446,7131
6445,7083
6445,6514
6443,7129
6442,7533
6441,7172
6439,7598
6437,6753
6436,6562
6431,6547
6427,7489
6427,7294
6424,7275
6424,6983
6424,6544
6423,7315
6421,7205
6421,6920
6421,6722
6421,6547
6419,7489
6419,6755
6417,7054
6416,6811
6415,6436
6413,6913
6409,6618
6408,7558
6408,6820
6408,6593
6407,6858
6406,6814
6405,7621
6403,7414
6403,6644
6401,7311
6399,7622
6398,7284
6396,7411
6393,7180
6391,7414
6391,6618
6391,6525
6387,7091
6386,6685
6383,7397
6381,6403
6380,7059
6379,7604
6378,7552
6374,6442
6373,6519
6371,7513
6371,7329
6370,7320
6369,7490
6367,7416
6367,7384
6366,6460
6365,7001
6365,6982
6363,7374
6361,7414
6361,7247
6361,6667
6359,7456
6358,7028
6357,6419
6356,6633
6353,6460
6352,7581
6351,7237
6348,7579
6347,7565
6347,7002
6345,6848
6343,7293
6343,7237
6343,6841
6341,7148
6341,6772
6339,7416
6339,7088
6339,6926
6338,7099
6337,7366
6337,6537
6331,7111
6330,6803
6330,6482
6329,7193
6327,6432
6326,7578
6323,7068
6323,6882
6323,6672
6323,6586
6321,7536
6320,7424
6320,7411
6319,6874
6317,7435
6317,7186
6317,6703
6317,6479
6317,6462
6317,6461
6316,6432
6315,6561
6314,6938
6313,7537
6312,7194
6309,7228
6309,6874
6306,7177
6304,6859
6302,7492
6302,6925
6302,6719
6301,7237
6300,7369
6300,7352
6296,7575
6291,7237
6290,6810
6286,6786
6283,7549
6283,7000
6282,6411
6281,7510
6281,7486
6280,6860
6276,6539
6275,7199
6275,6784
6274,6958
6273,6800
6272,7265
6272,6514
6272,6340
6271,6916
6270,7604
6269,6339
6267,7602
6267,6744
6263,6532
6262,7313
6262,7032
6262,7028
6261,6514
6259,7086
6256,7571
6256,7550
6256,7534
6256,7291
6256,6612
6252,7358
6252,7170
6252,7106
6252,6669
6251,6357
6250,6939
6248,6478
6246,6256
6245,7602
6242,6701
6241,7483
6241,7432
6241,7387
6241,7351
6241,6740
6241,6471
6238,7100
6237,7003
6236,7558
6236,6607
6235,7086
6234,7409
6234,7179
6234,6751
6233,7604
6229,6441
6227,6535
6227,6407
6226,6258
6225,6393
6219,7490
6217,7533
6217,7406
6217,7144
6217,7043
6217,6298
6217,6273
6214,7178
6214,6293
6211,6335
6210,6854
6208,6519
6207,7489
6207,6687
6206,7098
6205,6666
6202,7489
6201,7604
6201,7230
6200,7565
6200,7411
6200,6252
6196,7352
6195,7610
6194,6349
6193,7344
6190,7086
6187,6378
6186,7306
6185,7580
6182,6296
6180,7534
6178,7583
6176,7327
6175,7565
6175,7403
6171,6415
6168,7398
6167,7334
6165,6728
6164,7303
6163,6816
6163,6692
6161,6442
6160,7286
6160,7150
6160,6937
6159,7199
6156,6369
6155,6476
6154,7110
6153,6194
6152,7043
6150,7335
6148,7256
6147,6618
6146,7621
6145,6932
6144,7472
6144,6583
6143,6403
6142,7171
6142,6359
6141,7237
6140,7237
6134,7556
6134,6609
6134,6458
6130,7237
6129,7100
6128,6160
6127,6506
6127,6241
6126,6544
6125,6724
6120,7132
6120,6905
6120,6578
6120,6556
6120,6504
6118,7618
6117,6641
6116,7071
6115,7464
6115,7085
6115,6131
6112,6638
6111,7225
6110,7612
6110,6434
6108,7575
6105,7548
6105,7203
6104,7491
6104,6377
6101,7481
6101,7416
6101,7399
6101,7105
6101,7074
6101,7062
6101,6850
6101,6763
6099,6946
6096,6131
6095,7595
6095,7304
6094,7525
6094,7498
6094,6895
6092,7560
6089,6787
6088,7376
6088,6905
6088,6617
6086,7141
6085,7104
6084,6160
6083,6556
6079,7618
6078,7080
6077,7252
6077,6318
6076,6184
6074,7565
6074,7516
6074,7476
6073,6959
6073,6712
6071,6690
6069,7399
6065,7374
6065,6661
6063,7487
6062,6126
6056,6544
6055,6524
6054,7595
6054,7526
6054,6438
6052,7199
6051,7270
6049,7418
6049,6463
6047,7565
6047,6249
6046,7395
6045,6415
6041,6294
6040,7579
6040,6550
6038,7076
6037,6381
6036,6142
6033,7205
6032,7548
6031,7507
6027,6378
6024,6508
6023,6689
6022,7542
6022,7229
6022,6528
6022,6041
6021,6970
6021,6922
6020,7402
6019,7032
6016,6776
6016,6734
6016,6188
6013,6519
6013,6081
6012,7158
6011,6435
6007,6707
6005,7365
6004,7015
6003,7224
6002,7296
6002,6968
6002,6641
6001,7536
6001,7064
6001,6184
6000,7579
5995,7162
5994,7526
5993,7489
5990,7237
5988,7536
5988,7354
5988,7315
5988,6993
5988,6565
5987,6408
5986,6580
5984,6954
5984,6466
5982,6960
5981,6564
5979,6519
5979,6166
5978,7055
5978,6473
5976,7272
5972,7403
5971,6212
5970,7173
5969,6791
5968,7340
5966,7301
5966,6519
5966,6139
5964,7199
5963,7226
5963,6597
5962,7623
5962,6916
5958,7199
5956,7201
5956,6852
5955,6101
5953,7237
5951,7358
5949,7028
5948,6888
5948,6112
5947,6428
5944,7460
5943,6095
5942,7199
5940,6673
5939,7031
5936,6426
5935,6724
5933,7172
5932,6672
5930,6192
5929,7435
5926,6675
5925,7162
5923,7188
5922,7534
5922,6137
5921,7182
5921,6207
5920,6673
5918,6890
5915,6912
5911,7160
5911,6165
5909,7350
5909,7027
5908,7002
5907,7165
5907,6935
5907,5952
5906,7244
5904,7398
5902,7307
5902,6642
5900,7381
5900,6880
5900,6319
5899,7080
5894,7462
5894,6617
5893,7239
5892,7489
5890,7580
5886,6179
5883,6648
5878,6564
5877,7301
5876,7607
5876,6329
5875,7604
5874,6658
5874,6642
5872,7623
5870,6539
5867,6544
5866,7606
5865,6443
5864,7488
5862,7602
5861,6519
5859,6955
5857,7540
5857,7536
5857,7371
5856,6799
5856,6691
5855,7386
5854,7575
5854,7466
5851,6911
5851,6768
5851,6626
5848,6175
5844,7351
5841,7172
5840,6274
5838,7542
5837,6617
5836,6668
5836,6471
5835,6562
5832,7352
5831,7237
5829,7499
5829,6803
5828,7235
5826,7484
5823,7401
5823,6955
5823,6418
5823,6058
5822,7490
5817,7269
5817,7252
5816,7248
5815,6575
5814,6965
5814,6005
5811,7290
5811,7224
5810,6078
5809,7555
5807,6784
5803,6961
5802,6644
5800,7311
5795,7082
5794,6118
5793,7562
5793,7463
5793,7409
5793,7007
5793,5945
5790,7352
5790,6222
5788,6891
5787,6922
5786,7021
5785,6125
5784,6974
5783,6016
5781,6887
5778,7592
5777,7580
5776,7292
5776,6946
